Galaxy,Regime,mond_variant,sigma_baseline,n_inner_points,inner_region_defined,perturbation_label,delta_sigma,V_bar_over_V_MOND_inner_median,notes,max_abs_delta_sigma
F565-V2,DM-dom,Ydisk,0.063105,3,Y,Ydisk_p10,0.002761,0.3935,,0.015149
F565-V2,DM-dom,Ydisk,0.063105,3,Y,Ydisk_m10,-0.002358,0.3935,,0.015149
F565-V2,DM-dom,Ydisk,0.063105,3,Y,Ydisk_p20,0.005802,0.3935,,0.015149
F565-V2,DM-dom,Ydisk,0.063105,3,Y,Ydisk_m20,-0.004154,0.3935,,0.015149
F565-V2,DM-dom,combined,0.063105,3,Y,both_p10,0.006601,0.3935,,0.015149
F565-V2,DM-dom,combined,0.063105,3,Y,both_m10,-0.003074,0.3935,,0.015149
F565-V2,DM-dom,combined,0.063105,3,Y,both_p20,0.015149,0.3935,,0.015149
F565-V2,DM-dom,combined,0.063105,3,Y,both_m20,-0.000848,0.3935,,0.015149
DDO154,DM-dom,g_dag,0.058132,5,Y,gdag_p10,0.008362,0.3864,,0.026451
DDO154,DM-dom,g_dag,0.058132,5,Y,gdag_m10,-0.008705,0.3864,,0.026451
DDO154,DM-dom,g_dag,0.058132,5,Y,gdag_p20,0.016276,0.3864,,0.026451
DDO154,DM-dom,g_dag,0.058132,5,Y,gdag_m20,-0.017373,0.3864,,0.026451
DDO154,DM-dom,Ydisk,0.058132,5,Y,Ydisk_p10,0.004236,0.3864,,0.026451
DDO154,DM-dom,Ydisk,0.058132,5,Y,Ydisk_m10,-0.004463,0.3864,,0.026451
DDO154,DM-dom,Ydisk,0.058132,5,Y,Ydisk_p20,0.008267,0.3864,,0.026451
DDO154,DM-dom,Ydisk,0.058132,5,Y,Ydisk_m20,-0.009182,0.3864,,0.026451
DDO154,DM-dom,combined,0.058132,5,Y,both_p10,0.012552,0.3864,,0.026451
DDO154,DM-dom,combined,0.058132,5,Y,both_m10,-0.013201,0.3864,,0.026451
DDO154,DM-dom,combined,0.058132,5,Y,both_p20,0.024369,0.3864,,0.026451
DDO154,DM-dom,combined,0.058132,5,Y,both_m20,-0.026451,0.3864,,0.026451
F568-V1,DM-dom,g_dag,0.103386,11,Y,gdag_p10,-0.006659,0.5134,,0.038993
F568-V1,DM-dom,g_dag,0.103386,11,Y,gdag_m10,0.007655,0.5134,,0.038993
F568-V1,DM-dom,g_dag,0.103386,11,Y,gdag_p20,-0.012451,0.5134,,0.038993
F568-V1,DM-dom,g_dag,0.103386,11,Y,gdag_m20,0.016478,0.5134,,0.038993
F568-V1,DM-dom,Ydisk,0.103386,11,Y,Ydisk_p10,-0.008281,0.5134,,0.038993
F568-V1,DM-dom,Ydisk,0.103386,11,Y,Ydisk_m10,0.009655,0.5134,,0.038993
F568-V1,DM-dom,Ydisk,0.103386,11,Y,Ydisk_p20,-0.015321,0.5134,,0.038993
F568-V1,DM-dom,Ydisk,0.103386,11,Y,Ydisk_m20,0.020874,0.5134,,0.038993
F568-V1,DM-dom,combined,0.103386,11,Y,both_p10,-0.014393,0.5134,,0.038993
F568-V1,DM-dom,combined,0.103386,11,Y,both_m10,0.017756,0.5134,,0.038993
F568-V1,DM-dom,combined,0.103386,11,Y,both_p20,-0.025331,0.5134,,0.038993
F568-V1,DM-dom,combined,0.103386,11,Y,both_m20,0.038993,0.5134,,0.038993
UGC08286,DM-dom,g_dag,0.048689,8,Y,gdag_p10,-3.8e-05,0.5824,,0.021765
UGC08286,DM-dom,g_dag,0.048689,8,Y,gdag_m10,0.001674,0.5824,,0.021765
UGC08286,DM-dom,g_dag,0.048689,8,Y,gdag_p20,0.001198,0.5824,,0.021765
UGC08286,DM-dom,g_dag,0.048689,8,Y,gdag_m20,0.005308,0.5824,,0.021765
UGC08286,DM-dom,Ydisk,0.048689,8,Y,Ydisk_p10,0.000456,0.5824,,0.021765
UGC08286,DM-dom,Ydisk,0.048689,8,Y,Ydisk_m10,0.002684,0.5824,,0.021765
UGC08286,DM-dom,Ydisk,0.048689,8,Y,Ydisk_p20,0.003295,0.5824,,0.021765
UGC08286,DM-dom,Ydisk,0.048689,8,Y,Ydisk_m20,0.008931,0.5824,,0.021765
UGC08286,DM-dom,combined,0.048689,8,Y,both_p10,0.002378,0.5824,,0.021765
UGC08286,DM-dom,combined,0.048689,8,Y,both_m10,0.006521,0.5824,,0.021765
UGC08286,DM-dom,combined,0.048689,8,Y,both_p20,0.010762,0.5824,,0.021765
UGC08286,DM-dom,combined,0.048689,8,Y,both_m20,0.021765,0.5824,,0.021765
UGC05005,DM-dom,g_dag,0.132152,7,Y,gdag_p10,0.008252,0.4378,,0.036567
UGC05005,DM-dom,g_dag,0.132152,7,Y,gdag_m10,-0.008899,0.4378,,0.036567
UGC05005,DM-dom,g_dag,0.132152,7,Y,gdag_p20,0.01593,0.4378,,0.036567
UGC05005,DM-dom,g_dag,0.132152,7,Y,gdag_m20,-0.018523,0.4378,,0.036567
UGC05005,DM-dom,Ydisk,0.132152,7,Y,Ydisk_p10,0.008442,0.4378,,0.036567
UGC05005,DM-dom,Ydisk,0.132152,7,Y,Ydisk_m10,-0.009046,0.4378,,0.036567
UGC05005,DM-dom,Ydisk,0.132152,7,Y,Ydisk_p20,0.016355,0.4378,,0.036567
UGC05005,DM-dom,Ydisk,0.132152,7,Y,Ydisk_m20,-0.018785,0.4378,,0.036567
UGC05005,DM-dom,combined,0.132152,7,Y,both_p10,0.016749,0.4378,,0.036567
UGC05005,DM-dom,combined,0.132152,7,Y,both_m10,-0.017827,0.4378,,0.036567
UGC05005,DM-dom,combined,0.132152,7,Y,both_p20,0.032443,0.4378,,0.036567
UGC05005,DM-dom,combined,0.132152,7,Y,both_m20,-0.036567,0.4378,,0.036567
